sex,age,height,weight,duration,heart_rate,body_temp,calorie_burn_rate,calories
male,75,188.0,93.0,18.0,94.0,40.2,6.611111111111111,119.0
female,21,173.0,66.0,7.0,88.0,39.2,4.0,28.0
female,61,180.0,77.0,24.0,99.0,40.3,5.708333333333333,137.0
male,66,184.0,89.0,9.0,85.0,39.3,4.777777777777778,43.0
female,23,154.0,57.0,6.0,74.0,39.2,2.6666666666666665,16.0
female,55,162.0,63.0,25.0,103.0,40.7,6.24,156.0
female,54,188.0,78.0,5.0,82.0,38.9,3.8,19.0
female,28,161.0,59.0,13.0,88.0,40.0,4.230769230769231,55.0
female,22,155.0,61.0,9.0,91.0,39.8,4.444444444444445,40.0
female,26,146.0,51.0,16.0,90.0,40.2,4.5,72.0
female,29,147.0,50.0,17.0,96.0,40.2,5.235294117647059,89.0
female,26,166.0,58.0,28.0,109.0,40.8,6.428571428571429,180.0
male,29,178.0,85.0,18.0,93.0,40.8,4.111111111111111,74.0
female,45,166.0,61.0,30.0,113.0,41.0,7.166666666666667,215.0
female,21,157.0,57.0,2.0,77.0,37.8,3.0,6.0
female,25,166.0,68.0,12.0,100.0,40.2,5.333333333333333,64.0
male,41,173.0,77.0,6.0,78.0,39.1,2.1666666666666665,13.0
female,20,169.0,64.0,2.0,75.0,38.2,2.5,5.0
male,37,190.0,95.0,29.0,116.0,40.6,8.172413793103448,237.0
female,38,168.0,66.0,22.0,97.0,40.6,5.2727272727272725,116.0
male,58,182.0,90.0,6.0,84.0,39.6,4.166666666666667,25.0
female,47,152.0,55.0,16.0,98.0,40.3,5.6875,91.0
male,21,205.0,102.0,10.0,92.0,39.8,3.9,39.0
male,74,179.0,90.0,3.0,82.0,38.8,4.666666666666667,14.0
female,49,148.0,54.0,29.0,101.0,40.8,6.0344827586206895,175.0
female,40,179.0,75.0,26.0,101.0,41.2,5.615384615384615,146.0
female,74,172.0,73.0,8.0,89.0,39.7,5.0,40.0
female,32,160.0,59.0,15.0,97.0,40.2,5.266666666666667,79.0
female,54,162.0,64.0,15.0,90.0,40.2,4.8,72.0
male,29,171.0,70.0,16.0,96.0,40.2,4.1875,67.0
male,38,184.0,87.0,21.0,98.0,40.7,5.333333333333333,112.0
female,64,186.0,85.0,26.0,106.0,40.9,6.423076923076923,167.0
male,78,184.0,86.0,26.0,107.0,40.6,8.576923076923077,223.0
male,74,174.0,78.0,20.0,100.0,40.8,7.15,143.0
female,24,169.0,59.0,21.0,109.0,40.6,6.380952380952381,134.0
male,20,179.0,81.0,6.0,90.0,39.1,3.1666666666666665,19.0
male,70,203.0,107.0,3.0,83.0,38.6,5.0,15.0
female,62,160.0,64.0,25.0,104.0,40.8,6.44,161.0
male,28,184.0,79.0,16.0,93.0,40.1,3.9375,63.0
female,27,168.0,60.0,11.0,89.0,39.8,4.2727272727272725,47.0
male,45,192.0,97.0,21.0,103.0,40.7,6.619047619047619,139.0
female,74,163.0,64.0,25.0,103.0,40.7,6.56,164.0
female,70,161.0,62.0,6.0,90.0,39.2,5.166666666666667,31.0
female,75,164.0,64.0,9.0,89.0,39.7,5.111111111111111,46.0
female,65,166.0,70.0,14.0,98.0,39.8,5.785714285714286,81.0
female,25,156.0,60.0,19.0,102.0,40.2,5.631578947368421,107.0
female,46,156.0,56.0,15.0,86.0,40.3,4.333333333333333,65.0
female,26,150.0,56.0,25.0,106.0,40.4,6.16,154.0
female,78,156.0,60.0,18.0,96.0,40.7,5.944444444444445,107.0
female,29,175.0,72.0,5.0,75.0,39.1,2.6,13.0
male,63,200.0,105.0,15.0,102.0,40.3,7.533333333333333,113.0
female,73,176.0,70.0,18.0,97.0,40.2,5.833333333333333,105.0
female,73,156.0,60.0,5.0,85.0,39.1,4.6,23.0
female,27,159.0,57.0,17.0,95.0,40.3,5.0,85.0
female,22,149.0,53.0,6.0,77.0,39.4,3.0,18.0
male,38,199.0,102.0,17.0,92.0,40.4,4.764705882352941,81.0
male,77,162.0,69.0,8.0,89.0,39.4,5.5,44.0
male,61,192.0,94.0,17.0,104.0,40.5,7.470588235294118,127.0
female,72,181.0,76.0,29.0,112.0,40.8,7.310344827586207,212.0
male,26,191.0,88.0,25.0,103.0,40.6,5.52,138.0
male,20,192.0,90.0,14.0,92.0,40.2,3.642857142857143,51.0
male,54,166.0,73.0,17.0,100.0,40.2,6.117647058823529,104.0
female,53,167.0,72.0,20.0,96.0,40.4,5.35,107.0
female,34,167.0,64.0,10.0,99.0,39.6,5.4,54.0
female,77,177.0,79.0,4.0,83.0,39.0,4.25,17.0
male,32,188.0,93.0,15.0,103.0,40.1,5.933333333333334,89.0
female,28,160.0,65.0,24.0,104.0,40.6,5.833333333333333,140.0
male,34,185.0,88.0,14.0,94.0,40.1,4.571428571428571,64.0
female,72,163.0,62.0,13.0,86.0,40.0,4.769230769230769,62.0
male,48,181.0,91.0,28.0,104.0,40.9,6.785714285714286,190.0
male,53,176.0,81.0,22.0,103.0,40.6,6.681818181818182,147.0
female,20,158.0,54.0,3.0,81.0,38.1,3.3333333333333335,10.0
female,76,174.0,69.0,12.0,86.0,39.9,4.75,57.0
female,27,149.0,55.0,25.0,98.0,40.6,5.32,133.0
female,23,166.0,65.0,29.0,108.0,41.5,6.172413793103448,179.0
female,31,151.0,49.0,28.0,98.0,40.7,5.464285714285714,153.0
male,61,200.0,99.0,9.0,78.0,39.7,3.6666666666666665,33.0
female,44,152.0,58.0,2.0,76.0,38.3,3.0,6.0
female,36,168.0,66.0,9.0,93.0,39.6,4.777777777777778,43.0
male,37,178.0,80.0,4.0,89.0,38.5,3.75,15.0
female,64,156.0,51.0,5.0,82.0,39.1,4.4,22.0
female,26,172.0,66.0,15.0,90.0,39.9,4.266666666666667,64.0
male,47,175.0,79.0,19.0,98.0,40.3,5.578947368421052,106.0
male,29,181.0,78.0,23.0,104.0,40.8,5.608695652173913,129.0
male,43,183.0,88.0,12.0,95.0,40.0,5.166666666666667,62.0
male,48,190.0,97.0,28.0,100.0,40.9,6.321428571428571,177.0
female,59,174.0,74.0,15.0,94.0,40.3,5.2,78.0
female,43,169.0,66.0,5.0,91.0,39.1,4.8,24.0
male,36,200.0,105.0,21.0,94.0,40.5,5.0,105.0
female,39,146.0,51.0,29.0,113.0,41.1,7.206896551724138,209.0
male,61,178.0,86.0,12.0,92.0,39.9,5.5,66.0
female,22,159.0,55.0,4.0,86.0,38.8,4.0,16.0
female,65,171.0,66.0,27.0,104.0,40.9,6.481481481481482,175.0
female,48,149.0,51.0,27.0,110.0,40.7,7.037037037037037,190.0
male,26,187.0,87.0,10.0,86.0,39.4,2.9,29.0
male,24,180.0,80.0,13.0,100.0,39.8,4.769230769230769,62.0
female,41,158.0,58.0,13.0,89.0,40.2,4.538461538461538,59.0
female,44,164.0,60.0,19.0,104.0,40.6,6.2105263157894735,118.0
male,73,190.0,99.0,11.0,91.0,40.1,6.181818181818182,68.0
male,40,203.0,108.0,17.0,94.0,40.4,5.294117647058823,90.0
female,44,161.0,57.0,25.0,111.0,40.9,7.0,175.0
female,32,169.0,66.0,24.0,109.0,40.8,6.416666666666667,154.0
male,37,171.0,73.0,7.0,90.0,39.2,3.7142857142857144,26.0
female,21,181.0,74.0,18.0,104.0,40.5,5.611111111111111,101.0
male,36,184.0,93.0,11.0,93.0,39.8,4.636363636363637,51.0
male,26,194.0,94.0,14.0,89.0,40.4,3.5,49.0
male,27,202.0,108.0,5.0,82.0,38.8,2.8,14.0
male,33,176.0,70.0,3.0,89.0,38.3,3.3333333333333335,10.0
female,25,161.0,60.0,2.0,78.0,38.4,3.0,6.0
female,49,161.0,55.0,18.0,97.0,40.1,5.611111111111111,101.0
female,46,149.0,54.0,21.0,97.0,40.7,5.571428571428571,117.0
female,76,156.0,56.0,28.0,102.0,41.0,6.607142857142857,185.0
female,30,177.0,74.0,13.0,104.0,39.7,5.769230769230769,75.0
male,50,170.0,73.0,26.0,104.0,40.8,6.5,169.0
male,44,184.0,85.0,9.0,85.0,39.6,3.5555555555555554,32.0
female,32,151.0,51.0,8.0,91.0,39.6,4.75,38.0
female,24,177.0,71.0,3.0,85.0,38.5,3.6666666666666665,11.0
female,29,174.0,75.0,14.0,95.0,40.1,4.785714285714286,67.0
female,78,179.0,80.0,21.0,100.0,40.8,6.095238095238095,128.0
male,35,177.0,79.0,10.0,87.0,40.0,3.3,33.0
female,51,152.0,59.0,28.0,99.0,41.0,5.785714285714286,162.0
female,79,164.0,66.0,17.0,99.0,40.3,6.176470588235294,105.0
female,40,170.0,73.0,25.0,105.0,40.5,6.04,151.0
female,53,205.0,93.0,3.0,74.0,38.8,2.6666666666666665,8.0
female,30,178.0,77.0,21.0,106.0,40.8,5.904761904761905,124.0
female,32,158.0,58.0,9.0,91.0,39.8,4.666666666666667,42.0
female,59,153.0,56.0,23.0,105.0,40.6,6.608695652173913,152.0
female,70,154.0,57.0,4.0,81.0,38.7,4.25,17.0
male,60,173.0,79.0,26.0,98.0,40.7,6.1923076923076925,161.0
female,51,164.0,67.0,11.0,91.0,40.0,4.818181818181818,53.0
female,66,191.0,84.0,11.0,98.0,40.4,5.636363636363637,62.0
male,30,178.0,86.0,4.0,85.0,38.8,3.0,12.0
male,63,194.0,106.0,8.0,82.0,39.6,4.5,36.0
male,75,173.0,79.0,5.0,87.0,38.9,5.2,26.0
male,32,175.0,77.0,12.0,98.0,39.9,4.833333333333333,58.0
female,48,176.0,74.0,18.0,94.0,40.4,5.0,90.0
female,62,177.0,76.0,7.0,93.0,39.3,5.142857142857143,36.0
male,26,179.0,71.0,16.0,97.0,40.3,4.25,68.0
male,64,188.0,95.0,17.0,95.0,40.3,6.294117647058823,107.0
female,24,176.0,70.0,5.0,94.0,39.1,4.6,23.0
male,21,175.0,74.0,29.0,109.0,41.2,5.862068965517241,170.0
male,49,170.0,76.0,23.0,110.0,40.2,7.434782608695652,171.0
male,42,174.0,74.0,3.0,82.0,38.3,2.6666666666666665,8.0
male,34,176.0,78.0,12.0,98.0,39.7,4.916666666666667,59.0
female,50,173.0,69.0,24.0,93.0,40.8,5.0,120.0
female,62,166.0,68.0,15.0,96.0,40.3,5.533333333333333,83.0
female,28,161.0,58.0,21.0,100.0,40.4,5.523809523809524,116.0
male,39,190.0,96.0,30.0,109.0,40.6,7.233333333333333,217.0
female,71,176.0,70.0,4.0,85.0,38.6,4.5,18.0
male,62,195.0,102.0,17.0,92.0,40.0,5.882352941176471,100.0
female,76,155.0,59.0,9.0,89.0,39.9,5.222222222222222,47.0
female,31,173.0,75.0,2.0,77.0,38.7,3.0,6.0
male,67,192.0,101.0,25.0,102.0,40.8,7.64,191.0
male,60,190.0,91.0,25.0,102.0,40.8,7.08,177.0
female,48,170.0,66.0,11.0,92.0,39.8,4.909090909090909,54.0
male,70,167.0,76.0,19.0,97.0,40.6,6.473684210526316,123.0
male,28,180.0,80.0,12.0,96.0,40.4,4.416666666666667,53.0
male,22,170.0,68.0,21.0,103.0,40.4,4.904761904761905,103.0
female,63,169.0,68.0,21.0,107.0,40.6,6.761904761904762,142.0
male,49,181.0,88.0,22.0,100.0,40.8,6.181818181818182,136.0
female,47,173.0,70.0,4.0,84.0,38.7,4.0,16.0
male,26,178.0,80.0,28.0,105.0,40.6,5.642857142857143,158.0
male,78,174.0,77.0,28.0,105.0,40.8,8.071428571428571,226.0
male,25,174.0,71.0,20.0,103.0,40.3,5.1,102.0
female,57,172.0,69.0,24.0,106.0,40.7,6.5,156.0
male,28,176.0,78.0,12.0,84.0,39.8,2.5,30.0
male,21,206.0,105.0,15.0,96.0,40.1,4.6,69.0
male,48,162.0,67.0,4.0,86.0,38.8,3.5,14.0
male,32,179.0,81.0,26.0,97.0,40.5,4.730769230769231,123.0
female,34,166.0,67.0,19.0,103.0,40.5,5.7894736842105265,110.0
female,58,172.0,67.0,9.0,90.0,40.1,4.888888888888889,44.0
male,33,205.0,114.0,4.0,90.0,39.2,4.5,18.0
male,35,191.0,92.0,15.0,90.0,40.0,4.066666666666666,61.0
male,51,181.0,84.0,3.0,75.0,38.5,2.3333333333333335,7.0
female,32,162.0,55.0,29.0,112.0,41.1,6.896551724137931,200.0
male,47,194.0,94.0,3.0,89.0,38.7,4.666666666666667,14.0
female,27,171.0,64.0,8.0,89.0,39.6,4.25,34.0
female,32,169.0,65.0,7.0,82.0,39.3,3.5714285714285716,25.0
female,26,162.0,56.0,21.0,101.0,40.5,5.619047619047619,118.0
female,27,146.0,49.0,22.0,98.0,40.5,5.409090909090909,119.0
male,35,178.0,79.0,3.0,82.0,38.7,2.6666666666666665,8.0
female,33,158.0,61.0,21.0,107.0,40.8,6.285714285714286,132.0
female,38,167.0,67.0,6.0,84.0,39.3,3.8333333333333335,23.0
male,74,179.0,84.0,2.0,81.0,38.2,4.5,9.0
male,33,186.0,81.0,29.0,106.0,40.3,6.172413793103448,179.0
female,39,167.0,71.0,27.0,118.0,41.1,7.444444444444445,201.0
female,25,164.0,60.0,21.0,107.0,40.5,6.190476190476191,130.0
male,48,181.0,80.0,22.0,105.0,40.8,6.7272727272727275,148.0
male,65,193.0,99.0,4.0,78.0,39.1,3.75,15.0
female,20,155.0,53.0,15.0,92.0,40.0,4.6,69.0
male,62,178.0,85.0,16.0,99.0,40.6,6.5625,105.0
female,31,168.0,67.0,13.0,96.0,39.9,5.0,65.0
female,24,165.0,62.0,4.0,83.0,38.9,3.5,14.0
male,36,193.0,95.0,10.0,97.0,40.0,5.2,52.0
male,36,183.0,85.0,20.0,105.0,40.7,6.25,125.0
female,57,164.0,64.0,27.0,108.0,41.1,6.814814814814815,184.0
male,44,196.0,95.0,3.0,83.0,38.8,3.6666666666666665,11.0
male,57,191.0,92.0,9.0,87.0,40.0,4.666666666666667,42.0
male,22,181.0,85.0,28.0,112.0,40.4,6.607142857142857,185.0
female,61,166.0,60.0,6.0,90.0,39.3,5.0,30.0
male,33,180.0,82.0,3.0,83.0,39.0,2.6666666666666665,8.0
female,37,167.0,61.0,10.0,89.0,39.9,4.5,45.0
male,45,190.0,94.0,10.0,84.0,39.7,3.7,37.0
male,34,186.0,84.0,8.0,83.0,39.7,2.75,22.0
female,45,160.0,61.0,13.0,102.0,40.1,6.0,78.0
female,51,168.0,62.0,13.0,95.0,40.0,5.3076923076923075,69.0
male,59,202.0,107.0,6.0,88.0,39.0,5.333333333333333,32.0
female,67,165.0,65.0,24.0,103.0,40.4,6.416666666666667,154.0
female,32,167.0,68.0,13.0,96.0,40.0,5.0,65.0
female,30,178.0,72.0,3.0,80.0,38.7,3.3333333333333335,10.0
female,46,174.0,73.0,12.0,93.0,39.7,4.916666666666667,59.0
male,37,192.0,95.0,29.0,119.0,40.7,8.620689655172415,250.0
female,20,165.0,59.0,10.0,88.0,39.7,4.1,41.0
male,28,175.0,74.0,23.0,107.0,40.7,5.913043478260869,136.0
male,26,185.0,86.0,3.0,83.0,38.8,2.3333333333333335,7.0
male,32,170.0,78.0,16.0,98.0,40.3,4.8125,77.0
female,30,178.0,74.0,14.0,90.0,40.4,4.285714285714286,60.0
female,26,166.0,68.0,24.0,105.0,40.8,5.875,141.0
female,22,173.0,69.0,7.0,83.0,39.4,3.4285714285714284,24.0
male,25,187.0,86.0,4.0,83.0,38.7,2.5,10.0
female,32,173.0,69.0,7.0,88.0,39.4,4.142857142857143,29.0
male,35,182.0,83.0,6.0,92.0,39.4,4.166666666666667,25.0
female,40,169.0,69.0,23.0,110.0,40.7,6.6521739130434785,153.0
female,65,166.0,67.0,1.0,86.0,37.7,5.0,5.0
male,41,185.0,88.0,19.0,97.0,40.1,5.315789473684211,101.0
female,66,180.0,76.0,26.0,114.0,40.7,7.423076923076923,193.0
male,45,194.0,97.0,12.0,99.0,39.9,6.0,72.0
female,23,164.0,65.0,4.0,77.0,38.8,2.75,11.0
male,79,176.0,83.0,2.0,89.0,38.3,6.0,12.0
female,51,175.0,67.0,1.0,77.0,37.4,3.0,3.0
male,27,175.0,77.0,29.0,117.0,40.9,7.448275862068965,216.0
male,23,181.0,76.0,8.0,84.0,39.1,2.25,18.0
male,40,203.0,104.0,18.0,108.0,40.5,7.277777777777778,131.0
female,37,170.0,64.0,20.0,105.0,40.3,6.1,122.0
female,28,161.0,64.0,21.0,110.0,40.5,6.476190476190476,136.0
male,67,186.0,91.0,20.0,92.0,40.6,5.9,118.0
male,35,193.0,98.0,10.0,85.0,39.7,3.5,35.0
female,34,190.0,91.0,12.0,89.0,40.2,4.0,48.0
female,40,168.0,65.0,8.0,88.0,39.5,4.375,35.0
female,75,152.0,51.0,3.0,89.0,38.3,5.333333333333333,16.0
female,59,154.0,56.0,23.0,102.0,40.8,6.304347826086956,145.0
male,36,172.0,73.0,24.0,106.0,40.4,6.125,147.0
male,50,177.0,79.0,21.0,96.0,40.5,5.428571428571429,114.0
female,63,173.0,67.0,24.0,110.0,40.6,7.083333333333333,170.0
male,50,184.0,84.0,14.0,96.0,40.4,5.5,77.0
female,41,184.0,80.0,25.0,107.0,40.6,6.2,155.0
female,55,145.0,55.0,15.0,101.0,40.1,6.133333333333334,92.0
male,26,192.0,93.0,13.0,92.0,40.1,4.0,52.0
female,25,163.0,54.0,5.0,86.0,39.2,4.0,20.0
male,31,182.0,76.0,1.0,84.0,37.5,3.0,3.0
female,46,157.0,59.0,8.0,90.0,39.3,4.75,38.0
female,75,167.0,70.0,6.0,84.0,39.4,4.5,27.0
female,48,166.0,67.0,9.0,95.0,39.7,5.222222222222222,47.0
female,37,187.0,84.0,11.0,99.0,39.9,5.181818181818182,57.0
female,37,147.0,54.0,13.0,105.0,40.2,6.230769230769231,81.0
female,27,158.0,56.0,14.0,96.0,39.8,5.071428571428571,71.0
male,61,189.0,93.0,9.0,87.0,39.6,4.888888888888889,44.0
female,24,155.0,55.0,26.0,114.0,40.5,6.961538461538462,181.0
male,24,191.0,95.0,6.0,88.0,39.3,3.3333333333333335,20.0
female,21,161.0,58.0,8.0,88.0,39.9,4.125,33.0
female,20,146.0,50.0,19.0,101.0,40.4,5.578947368421052,106.0
male,56,158.0,64.0,27.0,109.0,40.6,7.333333333333333,198.0
female,20,160.0,63.0,18.0,106.0,40.4,5.944444444444445,107.0
female,33,156.0,60.0,23.0,101.0,40.8,5.695652173913044,131.0
male,32,192.0,90.0,13.0,94.0,40.3,4.461538461538462,58.0
female,33,161.0,56.0,28.0,108.0,41.4,6.5,182.0
female,28,164.0,67.0,17.0,97.0,40.2,5.0588235294117645,86.0
male,25,191.0,94.0,5.0,90.0,39.5,3.6,18.0
female,40,152.0,52.0,22.0,99.0,40.8,5.681818181818182,125.0
female,26,170.0,63.0,11.0,91.0,40.1,4.454545454545454,49.0
male,70,177.0,77.0,9.0,89.0,39.6,5.333333333333333,48.0
female,41,152.0,56.0,26.0,110.0,40.9,6.846153846153846,178.0
male,24,183.0,81.0,12.0,91.0,40.1,3.5,42.0
female,24,176.0,70.0,21.0,97.0,40.3,4.9523809523809526,104.0
female,52,161.0,60.0,30.0,109.0,40.8,6.866666666666666,206.0
male,57,196.0,96.0,29.0,108.0,41.1,7.931034482758621,230.0
male,53,195.0,102.0,17.0,103.0,40.4,7.117647058823529,121.0
male,78,199.0,106.0,2.0,92.0,38.3,7.0,14.0
female,24,152.0,49.0,27.0,101.0,40.9,5.666666666666667,153.0
male,79,179.0,85.0,8.0,89.0,39.6,5.875,47.0
female,50,168.0,62.0,11.0,89.0,40.1,4.636363636363637,51.0
male,32,184.0,81.0,19.0,99.0,40.2,5.052631578947368,96.0
female,29,158.0,56.0,29.0,110.0,40.8,6.620689655172414,192.0
male,28,189.0,87.0,10.0,85.0,39.9,2.9,29.0
female,26,164.0,64.0,13.0,94.0,40.3,4.769230769230769,62.0
male,51,179.0,76.0,17.0,105.0,40.4,6.764705882352941,115.0
female,29,171.0,72.0,17.0,91.0,40.4,4.352941176470588,74.0
male,63,193.0,99.0,7.0,87.0,39.7,5.142857142857143,36.0
female,34,168.0,66.0,17.0,100.0,40.5,5.529411764705882,94.0
male,35,166.0,69.0,22.0,96.0,40.4,4.5,99.0
female,63,155.0,60.0,30.0,109.0,40.8,7.066666666666666,212.0
female,31,167.0,66.0,28.0,113.0,40.7,6.857142857142857,192.0
female,21,165.0,61.0,15.0,85.0,40.4,3.7333333333333334,56.0
female,58,151.0,56.0,8.0,92.0,39.5,5.25,42.0
female,21,154.0,52.0,6.0,81.0,39.2,3.5,21.0
female,56,151.0,53.0,24.0,101.0,40.4,6.166666666666667,148.0
male,51,171.0,79.0,27.0,107.0,40.9,7.148148148148148,193.0
female,28,153.0,53.0,13.0,97.0,39.9,5.230769230769231,68.0
female,29,166.0,59.0,7.0,86.0,39.2,4.0,28.0
male,35,194.0,91.0,23.0,112.0,41.0,7.391304347826087,170.0
male,34,189.0,89.0,30.0,114.0,40.8,7.566666666666666,227.0
female,41,153.0,60.0,7.0,85.0,39.3,4.142857142857143,29.0
female,34,154.0,53.0,20.0,92.0,40.3,4.85,97.0
male,44,193.0,96.0,17.0,103.0,40.3,6.529411764705882,111.0
female,28,158.0,60.0,27.0,113.0,40.8,6.888888888888889,186.0
male,21,197.0,89.0,9.0,83.0,39.8,2.3333333333333335,21.0
male,23,174.0,75.0,4.0,84.0,39.0,2.25,9.0
male,53,203.0,104.0,3.0,81.0,38.6,4.0,12.0
male,31,184.0,89.0,20.0,98.0,40.6,5.05,101.0
female,46,170.0,71.0,16.0,106.0,40.2,6.3125,101.0
female,24,171.0,64.0,12.0,91.0,40.1,4.416666666666667,53.0
male,78,191.0,91.0,24.0,98.0,40.6,7.333333333333333,176.0
male,46,203.0,110.0,9.0,91.0,39.7,5.111111111111111,46.0
female,20,166.0,58.0,8.0,88.0,39.9,4.125,33.0
female,24,164.0,60.0,17.0,95.0,40.3,4.882352941176471,83.0
male,33,172.0,78.0,24.0,107.0,40.6,6.25,150.0
female,23,169.0,65.0,24.0,98.0,40.6,5.125,123.0
female,40,165.0,61.0,1.0,86.0,38.0,4.0,4.0
female,36,166.0,68.0,26.0,102.0,40.4,5.730769230769231,149.0
female,47,172.0,66.0,20.0,103.0,40.7,6.05,121.0
male,28,191.0,91.0,30.0,111.0,41.0,6.9,207.0
male,30,180.0,84.0,16.0,98.0,40.1,4.875,78.0
male,39,192.0,96.0,5.0,88.0,39.4,4.0,20.0
female,50,159.0,57.0,28.0,107.0,41.4,6.678571428571429,187.0
male,70,188.0,89.0,7.0,82.0,39.3,4.428571428571429,31.0
male,67,176.0,78.0,24.0,101.0,40.9,6.958333333333333,167.0
female,69,172.0,70.0,6.0,85.0,39.2,4.5,27.0
female,27,168.0,72.0,19.0,106.0,40.7,5.947368421052632,113.0
female,54,175.0,71.0,11.0,88.0,39.7,4.545454545454546,50.0
female,29,176.0,72.0,18.0,95.0,40.4,4.777777777777778,86.0
male,22,173.0,70.0,25.0,105.0,40.6,5.24,131.0
male,58,172.0,77.0,6.0,80.0,39.3,3.3333333333333335,20.0
male,26,189.0,93.0,24.0,104.0,40.9,5.791666666666667,139.0
female,47,152.0,54.0,17.0,104.0,40.3,6.352941176470588,108.0
female,54,169.0,70.0,18.0,97.0,40.3,5.5,99.0
male,21,193.0,89.0,12.0,96.0,39.7,4.25,51.0
female,28,157.0,59.0,23.0,111.0,41.0,6.6521739130434785,153.0
female,31,153.0,51.0,5.0,80.0,39.2,3.6,18.0
female,23,148.0,53.0,8.0,96.0,39.6,5.125,41.0
male,49,181.0,84.0,28.0,104.0,40.8,6.678571428571429,187.0
female,62,186.0,86.0,22.0,102.0,40.1,5.954545454545454,131.0
male,26,188.0,81.0,3.0,82.0,38.5,2.3333333333333335,7.0
male,35,186.0,90.0,14.0,100.0,40.0,5.571428571428571,78.0
male,39,174.0,76.0,17.0,83.0,40.5,2.8823529411764706,49.0
male,40,168.0,72.0,14.0,99.0,39.8,5.214285714285714,73.0
male,43,183.0,83.0,25.0,99.0,41.1,5.64,141.0
female,30,164.0,60.0,18.0,96.0,40.6,5.111111111111111,92.0
female,44,149.0,50.0,20.0,94.0,40.4,5.25,105.0
female,21,138.0,44.0,13.0,97.0,40.0,5.230769230769231,68.0
male,52,184.0,85.0,22.0,101.0,40.4,6.409090909090909,141.0
male,22,188.0,93.0,29.0,107.0,40.6,6.0344827586206895,175.0
male,29,183.0,87.0,1.0,83.0,37.9,3.0,3.0
female,70,179.0,80.0,22.0,105.0,40.5,6.5,143.0
female,52,154.0,56.0,25.0,103.0,40.9,6.28,157.0
female,34,156.0,56.0,17.0,93.0,40.3,4.882352941176471,83.0
male,46,166.0,68.0,6.0,79.0,39.1,2.5,15.0
female,25,169.0,66.0,11.0,92.0,39.8,4.454545454545454,49.0
female,63,171.0,68.0,7.0,84.0,39.8,4.285714285714286,30.0
female,68,166.0,65.0,15.0,101.0,40.1,6.2,93.0
male,40,173.0,71.0,16.0,93.0,40.4,4.3125,69.0
male,63,179.0,80.0,25.0,108.0,40.8,7.88,197.0
female,28,166.0,60.0,20.0,98.0,40.7,5.25,105.0
male,43,195.0,95.0,8.0,83.0,39.3,3.5,28.0
female,56,158.0,57.0,6.0,81.0,38.9,4.0,24.0
female,44,162.0,62.0,8.0,95.0,39.6,5.25,42.0
male,20,169.0,69.0,2.0,83.0,38.4,2.0,4.0
female,29,174.0,73.0,6.0,91.0,39.1,4.333333333333333,26.0
male,20,197.0,90.0,24.0,99.0,40.5,4.666666666666667,112.0
female,31,163.0,60.0,7.0,86.0,39.4,4.0,28.0
female,36,148.0,53.0,1.0,83.0,37.2,4.0,4.0
male,32,197.0,97.0,27.0,111.0,40.9,7.222222222222222,195.0
female,48,165.0,59.0,19.0,104.0,40.7,6.2631578947368425,119.0
female,49,180.0,80.0,2.0,83.0,38.5,4.0,8.0
male,67,187.0,94.0,19.0,98.0,40.6,6.894736842105263,131.0
female,29,178.0,75.0,14.0,94.0,39.9,4.642857142857143,65.0
female,23,143.0,45.0,4.0,91.0,39.3,4.75,19.0
male,42,189.0,88.0,13.0,91.0,40.3,4.461538461538462,58.0
male,34,182.0,89.0,18.0,102.0,40.2,5.777777777777778,104.0
male,36,178.0,82.0,26.0,102.0,40.7,5.730769230769231,149.0
male,27,171.0,73.0,17.0,102.0,40.2,5.117647058823529,87.0
male,44,190.0,97.0,19.0,104.0,40.1,6.7368421052631575,128.0
female,77,184.0,81.0,27.0,105.0,40.8,6.592592592592593,178.0
female,47,174.0,69.0,14.0,83.0,40.4,3.857142857142857,54.0
female,35,140.0,47.0,26.0,101.0,40.6,5.884615384615385,153.0
male,39,175.0,79.0,22.0,99.0,40.5,5.363636363636363,118.0
male,46,182.0,81.0,9.0,88.0,39.5,4.111111111111111,37.0
female,41,176.0,71.0,13.0,89.0,39.9,4.384615384615385,57.0
female,35,145.0,48.0,4.0,90.0,38.9,4.75,19.0
female,45,161.0,59.0,3.0,74.0,38.3,3.0,9.0
male,26,185.0,85.0,15.0,93.0,40.2,3.933333333333333,59.0
male,20,168.0,73.0,6.0,89.0,39.4,2.8333333333333335,17.0
male,47,186.0,92.0,14.0,102.0,40.3,6.5,91.0
male,32,193.0,86.0,29.0,112.0,40.8,7.103448275862069,206.0
female,57,156.0,60.0,14.0,95.0,40.4,5.428571428571429,76.0
male,56,185.0,91.0,18.0,102.0,40.4,6.888888888888889,124.0
female,35,157.0,61.0,11.0,84.0,39.8,3.909090909090909,43.0
male,25,194.0,97.0,18.0,99.0,40.4,5.055555555555555,91.0
female,75,172.0,75.0,8.0,86.0,39.2,4.625,37.0
male,24,163.0,60.0,20.0,96.0,40.3,3.75,75.0
female,25,174.0,74.0,9.0,85.0,39.6,3.6666666666666665,33.0
female,39,165.0,66.0,13.0,93.0,40.3,4.846153846153846,63.0
male,55,171.0,73.0,14.0,101.0,40.0,6.285714285714286,88.0
female,63,170.0,71.0,3.0,74.0,38.7,3.3333333333333335,10.0
